ProductRef,ProductName,ProductCatID,Category Name,Sub Category,UnitMeasureName
702756,"Anesthesia Kits, Epidural, Single Shot 18G Hustead",2,Medical Supplies,Anesthesia,BOX
706948,"Anesthesia Kits, Epidural, Single Shot 20G w/Lidoc",2,Medical Supplies,Anesthesia,BOX
714919,"Anesthesia Kits, Lidocaine Topical Solution USP4%",2,Medical Supplies,Anesthesia,BOX
717824,"Anesthesia Kits, Local Anesthesia Kit 275ml 5ml/hr",2,Medical Supplies,Anesthesia,BOX
707896,"Anesthesia Kits, Local Manual Infusion Pump andKit",2,Medical Supplies,Anesthesia,BOX
707171,"Anesthesia Kits, Mask, tubing, adapters",2,Medical Supplies,Anesthesia,BOX
710417,"Anesthesia Kits, Nerve Block Pack",2,Medical Supplies,Anesthesia,BOX
706723,"Anesthesia Kits, Nerve Block with Lidocaine",2,Medical Supplies,Anesthesia,BOX
701773,"Anesthesia Kits, Spinal, 18G with Lidocaine",2,Medical Supplies,Anesthesia,BOX
702805,"Anesthesia Kits, Spinal, Custom Spinal Tray",2,Medical Supplies,Anesthesia,BOX
705112,"Anesthesia Unit Vaporizers, Halothane",2,Medical Supplies,Anesthesia,BOX
713637,"Angiographic Kits, Angio Needle (Thin wall, 18ga)",2,Medical Supplies,X-Ray,BOX
703662,"Angiographic Kits, AngioTouch Kit",2,Medical Supplies,X-Ray,BOX
706405,"Angiographic Kits, Custom Angiography Kits",2,Medical Supplies,X-Ray,BOX
708790,"Antigen Identification Panels, StrepA Antigen Test",2,Medical Supplies,Laboratory,BOX
716555,"Antigen Identification, Influenza Test, box of 25",2,Medical Supplies,Laboratory,BOX
702192,"Antimicrobial Cleansers, Gel, Endure 300, 4oz",2,Medical Supplies,Personal Hygiene,BOX
702191,"Antimicrobial Cleansers, Gel, Hand Cleaner, 18oz",2,Medical Supplies,Personal Hygiene,BOX
712482,"Antimicrobial Cleansers, Gel, Hand Gel, 4oz",2,Medical Supplies,Personal Hygiene,BOX
701715,"Apheresis Units, Closed system apheresis kit",2,Medical Supplies,Cardiovascular,BOX
706112,"Applicator, Nasal Cotton Applicator Stain. Steel",2,Medical Supplies,Skin Prep,BOX
725348,"Applicator, Sealant Extended Spray Applicator ",2,Medical Supplies,Surgical,BOX
701840,"Applicator/Swab, Cotton Tipped, 16in",2,Medical Supplies,Laboratory,BOX
700219,"Applicator/Swabs, Culture, cotton tipped",2,Medical Supplies,Laboratory,BOX
725227,"Applicators, Antiseptic, Chloraprep, 10.5ml ",2,Medical Supplies,Skin Prep,BOX
711723,"Applicators, Antiseptic, Povidone Iodine Paint 10%",2,Medical Supplies,Skin Prep,BOX
701186,"Applicators, Antiseptic, Povidone-iodine Prep Pad",2,Medical Supplies,Skin Prep,BOX
701184,"Applicators, Antiseptic, Swab, Benzoin Tincture",2,Medical Supplies,Skin Prep,BOX
701185,"Applicators, Antiseptic, Swab, Betadine Solution",2,Medical Supplies,Skin Prep,BOX
711444,"Applicators, Antiseptic, Swab, calcium alginate",2,Medical Supplies,Skin Prep,BOX
701477,"Applicators, Antiseptic, Swab, Iodophor PVP",2,Medical Supplies,Skin Prep,BOX
702820,"Applicators, Antiseptic, Swab, Povidone Iodine 10%",2,Medical Supplies,Skin Prep,BOX
703071,"Applicators, Antiseptic, Swab,Povidone Iodine, 3pk",2,Medical Supplies,Skin Prep,BOX
700725,"Applicators, Antiseptic, Towelette, Castile Soap",2,Medical Supplies,Skin Prep,BOX
700856,"Applicators, Barrier Wipes",2,Medical Supplies,Skin Prep,BOX
701244,"Applicators, Castile Soap Concentrate .30oz.",2,Medical Supplies,Skin Prep,BOX
713203,"Applicators, Chloraprep Applicator",2,Medical Supplies,Skin Prep,BOX
713173,"Applicators, Chloraprep, 1.5ml",2,Medical Supplies,Skin Prep,BOX
708412,"Applicators, Chloraprep, 2%, 3ml",2,Medical Supplies,Skin Prep,BOX
701833,"Applicators, DuraPrep SurgicalSolution 26ml Sponge",2,Medical Supplies,Skin Prep,BOX
711357,"Applicators, Equipment Surface Towelette  ",2,Medical Supplies,Skin Prep,BOX
709422,"Applicators, Moist Towelette",2,Medical Supplies,Skin Prep,BOX
712679,"Applicators, Pope Ear Wick",2,Medical Supplies,Skin Prep,BOX
701188,"Applicators, Protective Wipe",2,Medical Supplies,Skin Prep,BOX
725123,"Applicators, Surgical Adhesive Applicator Tips",2,Medical Supplies,Skin Prep,BOX
701337,"Applicators, Towelette, Benzalkonium Chloride",2,Medical Supplies,Skin Prep,BOX
714460,"Aprons, Cobbler Apron",2,Medical Supplies,Medical Apparel (Disposable),BOX
711330,"Aprons, Cysto General Purpose Apron",2,Medical Supplies,Medical Apparel (Disposable),BOX
705554,"Aprons, Disposable Poly Aprons",2,Medical Supplies,Medical Apparel (Disposable),BOX
702902,"Aprons, Full Size Bib Type, 24",2,Medical Supplies,Medical Apparel (Disposable),BOX
704258,"Aprons, General Purpose Apron",2,Medical Supplies,Medical Apparel (Disposable),BOX
711756,"Aprons, Kleenguard Smock",2,Medical Supplies,Medical Apparel (Disposable),BOX
712077,"Aprons, Lead xray apron large",2,Medical Supplies,X-Ray,BOX
706457,"Aprons, Lead, X-Ray Apron",2,Medical Supplies,X-Ray,BOX
711761,"Aprons, Protective Wraparound Smock, XL",2,Medical Supplies,Medical Apparel (Disposable),BOX
703772,"Aprons, Surgical, Tur/Ablation Apron",2,Medical Supplies,Medical Apparel (Disposable),BOX
713818,"Aprons, Tyvek, coverall suit",2,Medical Supplies,Medical Apparel (Disposable),BOX
707755,"Aprons, Tyvek, Protective Wraparound Smock, Med",2,Medical Supplies,Medical Apparel (Disposable),BOX
706083,"Arthrogram Kits, Arthrogram Tray",2,Medical Supplies,X-Ray,BOX
712523,"Arthroscope, Video Arthroscope",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
702554,"Arthroscopy, Arthroscopic Surgery Blade, 5.5mm",2,Medical Supplies,Surgical,BOX
705278,"Arthroscopy, Universal Cannula Set, 5.5mm x 70mm",2,Medical Supplies,Surgical,BOX
703610,"X-RAY, FILM STORAGE ENVELOPES (CHEST)",7,World Vision,Office,BOX
X703611,"Suction Kits, Suction Catheter and Glove Kit",2,Medical Supplies,Drainage/Irrigation,BOX
705730,"Aspiration Collection Canister, 1000cc",2,Medical Supplies,Aspiration Containers,BOX
703789,"Aspiration Collection Canister, 1200cc",2,Medical Supplies,Aspiration Containers,BOX
700574,"Aspiration Collection Canister, 1500cc",2,Medical Supplies,Aspiration Containers,BOX
700197,"Aspiration Collection Canister, 2000cc",2,Medical Supplies,Aspiration Containers,BOX
705439,"Aspiration Collection Canister, 3000cc ",2,Medical Supplies,Aspiration Containers,BOX
708108,"Aspiration Collection Canister, 800cc",2,Medical Supplies,Aspiration Containers,BOX
714371,"Aspiration Collection Canister, 900cc",2,Medical Supplies,Aspiration Containers,BOX
703621,"MASKS, DUST & FILTER MASK, DISPOSABLE",7,World Vision,Masks,BOX
705615,"Aspiration Collection Canister, Assorted ",2,Medical Supplies,Aspiration Containers,BOX
705823,"Aspiration Collection Canister, Liner, 1000cc",2,Medical Supplies,Aspiration Containers,BOX
X703624,"Blankets, Bair Hugger, Intraoperative, Underbody",2,Medical Supplies,Bio-Medical Equipment,BOX
708544,"Aspiration Collection Canister, Liner,1500cc",2,Medical Supplies,Aspiration Containers,BOX
724634,"Aspiration Collection Canister, Liners",2,Medical Supplies,Aspiration Containers,BOX
710965,"Aspiration, Collection Canister, 1800cc Canister",2,Medical Supplies,Aspiration Containers,BOX
712022,"Aspiration, Collection Canister, 2500cc Canisters",2,Medical Supplies,Aspiration Containers,BOX
703790,"Aspiration, Collection Canister, Canister Lids",2,Medical Supplies,Aspiration Containers,BOX
713256,"Aspirator, Middle Ear Aspirator",2,Medical Supplies,"Ear, Nose &Throat",BOX
706718,"Aspirators, Aspiration/Coagulation kits",2,Medical Supplies,Drainage/Irrigation,BOX
709135,"Aspirators, Collection set, disposable 6ft tubing",2,Medical Supplies,Drainage/Irrigation,BOX
709648,"Aspirators, Infant, Meconium Aspirator",2,Medical Supplies,Drainage/Irrigation,BOX
701493,"Aspirators, Surgical, Schuco Vac, Portable, Used",2,Medical Supplies,Suction,BOX
703642,"FILTERS, BOTTLE TOP FILTER 500ML",7,World Vision,Laboratory,BOX
715294,Assorted Ear Protection ,2,Medical Supplies,"Ear, Nose &Throat",BOX
726044,Assorted Medical supplies by pound,2,Medical Supplies,Unsorted,BOX
706311,"Atomizers, Assorted Atomizers",2,Medical Supplies,Laboratory,BOX
714614,"Atomizers, Mucosal Atomization Device",2,Medical Supplies,Laboratory,BOX
704626,"Auto Suture Units, Premium Surgiclip, L-13.0",2,Medical Supplies,Staplers,BOX
719365,"Auto Suture, VersaStep, Expandable Sleeve ",2,Medical Supplies,Endoscopic/Laparoscopic,BOX
724961,"Autosuture, Versaseal Autosuture, 5mm",2,Medical Supplies,Sutures,BOX
708685,"Autotransfusion Units, Accessory Unit",2,Medical Supplies,Drainage/Irrigation,BOX
711813,"Autotransfusion Units, ATS blood recovery bag",2,Medical Supplies,Drainage/Irrigation,BOX
708176,"Autotransfusion Units, Cell Saver Plus",2,Medical Supplies,Drainage/Irrigation,BOX
716622,"Autotransfusion Units, High SpeedCell Saver Pack",2,Medical Supplies,Drainage/Irrigation,BOX
703783,"Autotransfusion Units, Red Blood Cell Bags",2,Medical Supplies,Drainage/Irrigation,BOX
702853,"Autotransfusion Units, Reservoir",2,Medical Supplies,Drainage/Irrigation,BOX
715271,"Baby Care Kit, Cloth Baby Positioner ",2,Medical Supplies,Pediatric/Infant,BOX
710849,"Baby Care Kits, Assorted baby powder",2,Medical Supplies,Pediatric/Infant,BOX
711562,"Baby Care Kits, assorted baby wash & shampoo",2,Medical Supplies,Pediatric/Infant,BOX
700593,"Catheters, Umbilical, Vessel 1lumen 3.5fr x15in KN",6,Kendall,Cardiovascular,BOX
713720,"Baby Care Kits, Baby Bath Laundry Detergent",2,Medical Supplies,Pediatric/Infant,BOX
708880,"Baby Care Kits, Baby Care Kit, Custom",2,Medical Supplies,Pediatric/Infant,BOX
700466,"Baby Care Kits, Baby Comb & Brush Set",2,Medical Supplies,Pediatric/Infant,BOX
713737,"Baby Care Kits, Baby lotion, 1fl oz",2,Medical Supplies,Pediatric/Infant,BOX
711728,"Baby Care Kits, Baby lotion, 2fl oz",2,Medical Supplies,Pediatric/Infant,BOX
714522,"Baby Care Kits, Baby lotion, 4fl oz",2,Medical Supplies,Pediatric/Infant,BOX
709630,"Baby Care Kits, Baby oil 14 FL. oz.",2,Medical Supplies,Pediatric/Infant,BOX
714240,"Baby Care Kits, Baby Powder, 14oz",2,Medical Supplies,Pediatric/Infant,BOX
704115,"Baby Care Kits, Baby Powder, 2oz",2,Medical Supplies,Pediatric/Infant,BOX
704114,"Baby Care Kits, Baby Powder, 4oz",2,Medical Supplies,Pediatric/Infant,BOX
714739,"Baby Care Kits, Baby shampoo, 2 oz",2,Medical Supplies,Pediatric/Infant,BOX
702639,"Baby Care Kits, Baby Wipes, Alcohol-Free",2,Medical Supplies,Pediatric/Infant,BOX
711587,"Baby Care Kits, BabyAde ointment for diaperrash 5g",2,Medical Supplies,Pediatric/Infant,BOX
713717,"Baby Care Kits, BabyAde ointment for diaperrash 7g",2,Medical Supplies,Pediatric/Infant,BOX
707917,"Baby Care Kits, Basin, lotion, powder, etc",2,Medical Supplies,Pediatric/Infant,BOX
702737,"Baby Care Kits, Infant Mittens",2,Medical Supplies,Medical Apparel (Reusable),BOX
704231,"Baby Care Kits, Infant Nipple and Ring",2,Medical Supplies,Pediatric/Infant,BOX
705718,"Baby Care Kits, Long Sleeved Infant Shirts",2,Medical Supplies,Pediatric/Infant,BOX
706289,"Baby Care Kits, Multi-Color Baby Beanies",2,Medical Supplies,Pediatric/Infant,BOX
703710,"VALVES, SMARTSITE PLUS, 2-WAY, LUER LOCK",7,World Vision,Intravenous,BOX
709761,"Baby Care Kits, New Parent Kit",2,Medical Supplies,Pediatric/Infant,BOX
713526,"Baby Care Kits, Single pack/Baby laundry detergent",2,Medical Supplies,Pediatric/Infant,BOX
713621,"Baby Care Kits, Vinyl baby bags",2,Medical Supplies,Pediatric/Infant,BOX
703719,"CHARTS, PATIENT RECORD DIVIDERS, BY POUND",7,World Vision,Office,BOX
713390,"Baby Care Kits, Vinyl bag and Promotional Material",2,Medical Supplies,Pediatric/Infant,BOX
711631,"Baby Care Kits, Vinylbag with EnfamilLipil formula",2,Medical Supplies,Pediatric/Infant,BOX
X703725,"Iodine, Povidone, 3oz. Bottles",2,Medical Supplies,Skin Prep,BOX
703960,"Bag, Intubation Bag, w/o Equipment",2,Medical Supplies,Respiratory,BOX
717927,"Bag, Isolation Transport",2,Medical Supplies,General Supplies,BOX
725871,"Bag, Respiratory, Patient Set-Up Bag",2,Medical Supplies,Respiratory,BOX
713792,"Bag, Spinal Stimulator Bag, w/o Equipment",2,Medical Supplies,Orthopedic,BOX
X703735,"Catheters, Suction Kits, Suction Catheter Kit",2,Medical Supplies,Drainage/Irrigation,BOX
723591,"Bags, Banded Bag w/Elastic Opening, Circular",2,Medical Supplies,General Supplies,BOX
709599,"Bags, Biohazard Waste Bags, By pound",2,Medical Supplies,BioHazard/Sharps,BOX
701262,"Bags, Cadaver Bag w/Toe Tags",2,Medical Supplies,General Supplies,BOX
724601,"Bags, Disposable Urine/Vomit Bag",2,Medical Supplies,Nursing Aids,BOX
708634,"Bags, Medical Utility Pouch, Backpack Style",2,Medical Supplies,General Supplies,BOX
700532,"Bags, Reclosable Slider Bags, Clear, 10"" x 7""",2,Medical Supplies,General Supplies,BOX
700531,"Bags, Reclosable Slider Bags, Clear, 8"" x 7""",2,Medical Supplies,General Supplies,BOX
X703746,"Surgical Scrub, Surgical Scrub Brush with Alcohol",2,Medical Supplies,Surgical,BOX
700536,"Bags, Reclosable Slider Bags, Clear, 9"" x 12""",2,Medical Supplies,General Supplies,BOX
714049,"Bags, Seal Top plastic Bags",2,Medical Supplies,General Supplies,BOX
704817,"Bags, Sponge, Sponge Counter Bags",2,Medical Supplies,General Supplies,BOX
705392,"Bandage Roll, Dressing Retention by roll",2,Medical Supplies,Dressings,BOX
702964,"Bandage Rolls, Self-Adherent, 1in x 5yds",2,Medical Supplies,Dressings,BOX
725939,"Bandage Rolls, Self-Adherent, 2in x 2.5yds",2,Medical Supplies,Dressings,BOX
702879,"Bandage Rolls, Self-Adherent, 2in x 5yds",2,Medical Supplies,Dressings,BOX
702605,"Bandage Rolls, Self-Adherent, 3in",2,Medical Supplies,Dressings,BOX
711426,"Bandage Rolls, Self-Adherent, 3in x 5yds",2,Medical Supplies,Dressings,BOX
701004,"Bandage Rolls, Self-Adherent, 4in",2,Medical Supplies,Dressings,BOX
725940,"Bandage Rolls, Self-Adherent, 4in x 2.5yds",2,Medical Supplies,Dressings,BOX
725937,"Bandage Rolls, Self-Adherent, 4in x 5yds",2,Medical Supplies,Dressings,BOX
700999,"Bandage Rolls, Self-Adherent, 6in",2,Medical Supplies,Dressings,BOX
700829,"Bandage Rolls, Self-Adherent, 6in x 5yds",2,Medical Supplies,Dressings,BOX
702221,"Bandage Rolls, Self-Adherent, Assorted Size",2,Medical Supplies,Dressings,BOX
710805,"Bandage, Met-Arch Foot Bandage",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
714609,"Bandages, Adhesive Compression, 6in x 5yds",2,Medical Supplies,Dressings,BOX
723309,"Bandages, Adhesive, Assorted",2,Medical Supplies,Dressings,BOX
710991,"Bandages, Adhesive, Plastic, 3/4in ",2,Medical Supplies,Dressings,BOX
702376,"Bandages, Adhesive, Telfa, 3in x 4in",2,Medical Supplies,Dressings,BOX
701693,"Bandages, Cast Material, Fast Setting, 4in.",2,Medical Supplies,Orthopedic,BOX
714036,"Bandages, Cohesive Flexible, 3in x 5yds ",2,Medical Supplies,Dressings,BOX
713288,"Bandages, Compression Bandage",2,Medical Supplies,Dressings,BOX
715295,"Bandages, Dry Gauze Bandages",2,Medical Supplies,Dressings,BOX
716658,"Bandages, High Compression, 4in x 3.2yds",2,Medical Supplies,Dressings,BOX
712460,"Bandages, Patch bandage",2,Medical Supplies,Dressings,BOX
711711,"Bandages, Plaster, Assorted",2,Medical Supplies,Orthopedic,BOX
706551,"Bandages, Plaster, Fast Setting, 2in x 3yds",2,Medical Supplies,Orthopedic,BOX
713200,"Bandages, Roll, 6in x 2yds",2,Medical Supplies,Dressings,BOX
713734,"Bandages, Sterile ",2,Medical Supplies,Dressings,BOX
717937,"Bandages, Stretch Adhesive, 12in x 5yds",2,Medical Supplies,Dressings,BOX
712701,"Bandages, Stretch Adhesive, 4in x 5yds",2,Medical Supplies,Dressings,BOX
703788,World Vision Assorted Medical Supplies 16928,7,World Vision,Unsorted,LB
712703,"Bandages, Stretch Esmark, 3in x 5yds",2,Medical Supplies,Dressings,BOX
712706,"Bandages, Stretch Esmark, 4in x 9yds",2,Medical Supplies,Dressings,BOX
705580,"Bandages, Stretch Esmark, Assorted",2,Medical Supplies,Dressings,BOX
713282,"Bandages, Stretch, 1.5in x 5 yds",2,Medical Supplies,Dressings,BOX
710215,"Bandages, Stretch, 1in x 5 yds",2,Medical Supplies,Dressings,BOX
713353,"Bandages, Stretch, 2in x 5yds",2,Medical Supplies,Dressings,BOX
714392,"Bandages, Stretch, 3in x 210in ",2,Medical Supplies,Dressings,BOX
712252,"Bandages, Stretch, 3in x 4.1yds",2,Medical Supplies,Dressings,BOX
710701,"Bandages, Stretch, 3in x 5yds",2,Medical Supplies,Dressings,BOX
712143,"Bandages, Stretch, 3in x 5yds",2,Medical Supplies,Dressings,BOX
712387,"Bandages, Stretch, 3in x 7.5yds Kendall",2,Medical Supplies,Dressings,BOX
713360,"Bandages, Stretch, 4in x 5.8yds",2,Medical Supplies,Dressings,BOX
713477,"Bandages, Stretch, 6in x 2ydsKN",2,Medical Supplies,Dressings,BOX
711946,"Bandages, Stretch, 6in x 5.8yds",2,Medical Supplies,Dressings,BOX
711554,"Bandages, Stretch, 6inx 72in ",2,Medical Supplies,Dressings,BOX
714037,"Bandages, Stretch, Cohesive, 1in x 5yds",2,Medical Supplies,Dressings,BOX
715025,"Bandages, Stretch, Conform, 6in x 82in ",2,Medical Supplies,Dressings,BOX
713374,"Bandages, Stretch, Elastoplast Wrap, 3in x 5yds ",2,Medical Supplies,Dressings,BOX
712704,"Bandages, Stretch, Esmark Bandage, 3in x 9yds",2,Medical Supplies,Dressings,BOX
712708,"Bandages, Stretch, Esmark Bandage, 6in x 12yds ",2,Medical Supplies,Dressings,BOX
712707,"Bandages, Stretch, Esmark, 4in x 12yds",2,Medical Supplies,Dressings,BOX
710883,"Bandages, Stretch, Esmark, 6in x 9yds",2,Medical Supplies,Dressings,BOX
714738,"Bandages, Stretch, Gauze, 3in x 5yds",2,Medical Supplies,Dressings,BOX
714383,"Bandages, Stretch, Premium Esmark, 4in x 3yds",2,Medical Supplies,Dressings,BOX
714167,"Bandages, Stretch, Roll, 2in x 4yds",2,Medical Supplies,Dressings,BOX
710463,"Bandages, Tubular, Seamless Gauze, 1 1/2in x 50yds",2,Medical Supplies,Dressings,BOX
710449,"Bandages, Tubular, Seamless Gauze, 1in x 50yds",2,Medical Supplies,Dressings,BOX
709832,"Bandages, Tubular, Seamless Gauze, 5/8in x 50yds",2,Medical Supplies,Dressings,BOX
714140,"Bandages, Tubular, Stretched, 30yds ",2,Medical Supplies,Dressings,BOX
713774,"Bandages/Dressings, Adhesive Coverlet 1.5in x 2in ",2,Medical Supplies,Dressings,BOX
714602,"Bandages/Dressings, Adhesive, Comfort Cloth, 1x3 ",2,Medical Supplies,Dressings,BOX
713837,"Bandages/Dressings, Adhesive, Cover Roll stretch",2,Medical Supplies,Dressings,BOX
713775,"Bandages/Dressings, Adhesive, Coverlet, 3 x 3in  ",2,Medical Supplies,Dressings,BOX
709813,"Bandages/Dressings, Adhesive, Sheer Strip, 1in ",2,Medical Supplies,Dressings,BOX
703841,"CATHETERS, SUCTION, 14FR-16FR",7,World Vision,Drainage/Irrigation,BOX
713379,"Bandages/Dressings, Adhesive, Sheer Strip, 1x3 ",2,Medical Supplies,Dressings,BOX
711120,"Bandages/Dressings, Adhesive, Sheer, 3/4in ",2,Medical Supplies,Dressings,BOX
713756,"Catheters, Urethral Catheter RollKN",6,Kendall,Urinary,BOX
711013,"Bandages/Dressings, Adhesive, Telfa, 2in x 3in ",2,Medical Supplies,Dressings,BOX
718994,"Catheters, Urethral, 10fr Red rubber RobinsonKN",6,Kendall,Urinary,BOX
713474,"Bandages/Dressings, Adhesive, XL, 4 1/2in x 2in  ",2,Medical Supplies,Dressings,BOX
714171,"Band-Aid, Adhesive, 7/8in Plastic spot",2,Medical Supplies,Dressings,BOX
701814,"Band-Aid, Adhesive, Assorted By Pound",2,Medical Supplies,Dressings,BOX
713773,"Band-Aid, Adhesive, Knuckle, Coverlet",2,Medical Supplies,Wound Care,BOX
708832,"Banner, Stop Door Guard Banner",2,Medical Supplies,General Supplies,BOX
700610,"Basins, 1000cc Plastic Basin",2,Medical Supplies,Plastics,BOX
X703858,"Medical Tape, 1inx10yds",2,Medical Supplies,Dressings,BOX
718995,"Catheters, Urethral, 12fr Red rubber RobinsonKN",6,Kendall,Urinary,BOX
702245,"Basins, 1500cc Plastic Basin",2,Medical Supplies,Plastics,BOX
702986,"Basins, 2000cc Plastic Basin",2,Medical Supplies,Plastics,BOX
702569,"Basins, 200cc Plastic Basin",2,Medical Supplies,Plastics,BOX
700609,"Basins, 2500cc Plastic Basin",2,Medical Supplies,Plastics,BOX
700613,"Basins, 250cc Plastic Basin",2,Medical Supplies,Plastics,BOX
700616,"Basins, 32oz. Plastic Basin",2,Medical Supplies,Plastics,BOX
706343,"Basins, 3500cc Plastic Basin",2,Medical Supplies,Plastics,BOX
700615,"Basins, 400cc Plastic Basin",2,Medical Supplies,Plastics,BOX
700411,"Basins, 500cc Plastic Basin",2,Medical Supplies,Plastics,BOX
718996,"Catheters, Urethral, 14fr Red rubber RobinsonKN",6,Kendall,Urinary,BOX
704038,"Basins, 5500cc Plastic Basin",2,Medical Supplies,Plastics,BOX
702992,"Basins, 5liter Plastic Basin",2,Medical Supplies,Plastics,BOX
702993,"Basins, 6 Liter Plastic Basin",2,Medical Supplies,Plastics,BOX
702932,"Basins, 6 quart Plastic Basin",2,Medical Supplies,Plastics,BOX
700129,"Basins, 6 quart Stainless Steel Basin",2,Medical Supplies,General Supplies,BOX
706342,"Basins, 6000cc Plastic Basin",2,Medical Supplies,Plastics,BOX
709491,"Basins, 7 quart Plastic Basin",2,Medical Supplies,Plastics,BOX
702882,"Basins, 7 quart Stainless Steel Basin",2,Medical Supplies,General Supplies,BOX
709474,"Basins, 8 quart Plastic Basin",2,Medical Supplies,Plastics,BOX
702568,"Basins, 800cc Plastic Basin",2,Medical Supplies,Plastics,BOX
701290,"Basins, 80oz. Plastic Basin",2,Medical Supplies,Plastics,BOX
706811,"Basins, Assorted Plastic Basin",2,Medical Supplies,Plastics,BOX
704875,"Basins, Assorted Plastic Basins by pound",2,Medical Supplies,Plastics,BOX
713834,"Basins, Basin Strainer",2,Medical Supplies,General Supplies,BOX
706754,"Basins, Disposable Basin",2,Medical Supplies,General Medical,BOX
707969,"Basins, Emesis, 500cc Plastic",2,Medical Supplies,Plastics,BOX
713273,"Basins, Emesis, 550cc Plastic",2,Medical Supplies,Plastics,BOX
700406,"Basins, Emesis, 700cc Plastic",2,Medical Supplies,Plastics,BOX
705892,"Basins, Emesis, Assorted Plastic",2,Medical Supplies,Plastics,BOX
713309,"Basins, Emesis, Emesis Bag",2,Medical Supplies,General Supplies,BOX
700147,"Basins, Emesis, Kidney Basin",2,Medical Supplies,Plastics,BOX
707555,"Basins, Emesis, Stainless Steel",2,Medical Supplies,General Supplies,BOX
704295,"Basins, Inflatable, Portable Shampoo Basin",2,Medical Supplies,Plastics,BOX
704914,"Basins, Trauma Basin Sets",2,Medical Supplies,Surgical Packs & Trays,BOX
705869,"Basins, Wash, 6 Liter, Retangular",2,Medical Supplies,Plastics,BOX
705867,"Basins, Wash, 6 Liter, Round",2,Medical Supplies,Plastics,BOX
709302,"Basins, Wash, 7qt Rectangular",2,Medical Supplies,Plastics,BOX
700196,"Basins, Wash, 8 quart, rectangular, plastic",2,Medical Supplies,Plastics,BOX
707221,"Basins, Wash, Patient Shampoo Tray",2,Medical Supplies,Plastics,BOX
701288,"Basins, Wash, Ring, Plastic, 5500cc",2,Medical Supplies,Plastics,BOX
700405,"Basins, Wash, Ring, plastic, 6000cc",2,Medical Supplies,Plastics,BOX
721438,"Basins, Wash, Round",2,Medical Supplies,Plastics,BOX
714988,"Bassinet, Steel, no cradle",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
702930,"Bath, Sitz Bath Kits, Portable",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
711784,"Bathroom Products, Toilet Seat covers",2,Medical Supplies,Nursing Aids,BOX
703687,"Bathroom Safety, Bath, Shower Seat w/back",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
707936,"Bathroom Safety, Disposable Bath Mats",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
710555,"Bathroom Safety, Reusable Bath Mats",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
713684,"Bathroom Safety, Shower Mount",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
700084,"Bathroom Safety, Stools, Shower",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
703689,"Bathroom Safety, Tub Transfer Board",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
710252,"Bathroom Safety, Tub-mounted Grab Bar",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
710189,"Baths, Paraffin, Physical Therapy, Parabath",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
707646,"Baths, Sitz, Plastic",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
708896,"Baths, Sitz, Sof-Sitz",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
708195,"Batteries, Assorted Alkaline",2,Medical Supplies,General Supplies,BOX
708848,"Bed Boards, Slatted hospital bedboard",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
715287,Bed or Chair Sensing Mat,2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
712900,Bed Sensor,2,Medical Supplies,Bio-Medical Equipment,BOX
703948,"SCISSORS, OPERATING,BLUNT/BLUNT,CURVED,5.5IN,(G)",7,World Vision,Surgical Instruments,BOX
706416,"Bed Sheets, Cloth",2,Medical Supplies,Drapes/Linens,BOX
701253,"Bed Sheets, Double Bed, Reuseable, Flat Sheet",2,Medical Supplies,Drapes/Linens,BOX
706366,"Bed Sheets, Linen Sheets/by the pound",2,Medical Supplies,Drapes/Linens,BOX
701254,"Bed Sheets, Reusable, Twin Bed, Fitted",2,Medical Supplies,Drapes/Linens,BOX
700443,"Bedpans, Fracture, Plastic",2,Medical Supplies,Nursing Aids,BOX
701757,"Bedpans, Plastic Bedpan",2,Medical Supplies,Nursing Aids,BOX
710298,"Bedrail Pads, Posey siderail wedges",2,Medical Supplies,Furnishings Hospital/Clinic,BOX
707567,"Belts, Abdominal Belt, Medium, Pediatric",2,Medical Supplies,Orthopedic,BOX
708827,"Belts, Abdominal Transducer Belt",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
710997,"Belts, Abdominal Transducer Belt, mesh",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
714509,"Belts, Reusable Abdominal Belt, box of 10",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
709309,"Belts, Traction, Assorted Pelvic",2,Medical Supplies,Physical Therapy/Rehabilitation,BOX
715148,"Bibs, Adult Disposable Bib",2,Medical Supplies,Nursing Aids,BOX
